type,name,notice,furigana
資源ごみ,ビニールホース,,ひ
資源ごみ,ビニールロッカー（７０㎝以下）,,ひ
資源ごみ,火鉢,,ひ
資源ごみ,百円ライター,ガスを使い切って,ひ
資源ごみ,漂白剤のプラスチックボトル,キャップを外す,ひ
資源ごみ,ファクシミリ,,ふ
資源ごみ,ファンシーケース（金属製）,,ふ
資源ごみ,ファンヒーター,油を抜いて電池を取る,ふ
資源ごみ,フォーク（金属製）,刃を紙で包み「危険」と表示して、他のごみと分ける,ふ
資源ごみ,フォトプリンター,,ふ
資源ごみ,仏壇（７０㎝以下）,,ふ
資源ごみ,筆箱（金属製）,,ふ
資源ごみ,ふとん乾燥機,,ふ
資源ごみ,ふとんたたき（金属製）,,ふ
資源ごみ,フライパン,,ふ
資源ごみ,ブラインド（金属以外）,１辺７０㎝以下に裁断すれば、燃やすごみ,ふ
資源ごみ,ブラインド（金属製）,,ふ
資源ごみ,プラグ・ジャック,,ふ
資源ごみ,ぶらさがり健康器,全体の８０％以上金属のものは、埋立ごみの日の金属へ,ふ
資源ごみ,プラスチック容器,,ふ
資源ごみ,プラスチック製容器・包装,,ふ
資源ごみ,フラワースタンド（金属製）,,ふ
資源ごみ,ブランコ（金属製）,,ふ
資源ごみ,プリンター,,ふ
資源ごみ,ブルーレイディスクレコーダー/プレーヤー,,ふ
資源ごみ,プレーヤー,,ふ
資源ごみ,フロアスタンド（「金属以外、７０㎝超」以外）,,ふ
資源ごみ,風呂がま,増改築に伴うものは請け負った業者に処分してもらう,ふ
資源ごみ,プロジェクター,,ふ
資源ごみ,風呂のふた,７０㎝以下に切れば燃やすごみ,ふ
資源ごみ,噴霧器（園芸用）,,ふ
資源ごみ,文鎮（金属以外）,,ふ
資源ごみ,文鎮（金属製）,,ふ
資源ごみ,ヘアードライヤー,,へ
資源ごみ,ヘアーブラシ（金属製）,,へ
資源ごみ,ベッド（金属製）,,へ
資源ごみ,ペット小屋（金属製）,,へ
資源ごみ,ペットボトルのキャップ（金属製）,,へ
資源ごみ,ペットボトルのキャップ（プラスチック製）,,へ
資源ごみ,ペットボトルのラベル,,へ
資源ごみ,ヘッドホン,,へ
資源ごみ,ベビーカー（７０㎝以下）,,へ
資源ごみ,ベビーシート,,へ
資源ごみ,ベビーチェアー,,へ
資源ごみ,ベビーベッド（金属製）,,へ
資源ごみ,ベビーラック,,へ
資源ごみ,ベランダ収納庫（金属製）,,へ
資源ごみ,ヘルスメーター,,へ
資源ごみ,ベンチ（金属製）,,へ
資源ごみ,ベンチプレスマシン（金属以外、７０㎝以下）,,へ
資源ごみ,ベンチプレスマシン（金属製）,,へ
資源ごみ,ホイール（自動車用・アルミ・スチール製）,,ほ
資源ごみ,ボイラー,増改築に伴うものは請け負った業者に処分してもらう,ほ
資源ごみ,望遠鏡,,ほ
資源ごみ,ほうき（７０㎝超）,,ほ
資源ごみ,包装用フィルム,,ほ
資源ごみ,包丁（金属製）,刃を紙で包み「危険」と表示して、他のごみと分ける　,ほ
資源ごみ,包丁（セラミック製）,刃を紙で包み「危険」と表示して、他のごみと分ける　,ほ
資源ごみ,ボウリングのボール,,ほ
資源ごみ,ボウル（金属製）,,ほ
資源ごみ,ボウル（耐熱ガラス製）,,ほ
資源ごみ,ホース,,ほ
資源ごみ,ホースリール（金属製）,,ほ
資源ごみ,ポータブルコピー機,,ほ
資源ごみ,ホームベーカリー,,ほ
資源ごみ,ホームラック（金属製）,,ほ
資源ごみ,ホーロー鍋,,ほ
資源ごみ,ボタン電池,電池リサイクル協力店でも回収しています,ほ
資源ごみ,木刀（７０㎝超）,,ほ
資源ごみ,歩行器（ベビー用）,,ほ
資源ごみ,ポット,,ほ
資源ごみ,ホットカーペット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,ほ
資源ごみ,ホットプレート,,ほ
資源ごみ,ホッピング,全体の８０％以上金属のものは、埋立ごみの日の金属へ,ほ
資源ごみ,ほ乳びん,,ほ
資源ごみ,ポリタンク,中身を抜く,ほ
資源ごみ,ポリバケツ（７０㎝超）,,ほ
資源ごみ,ホワイトボード,,ほ
資源ごみ,本棚（金属製）,,ほ
資源ごみ,マーガリンのプラスチック容器,,ま
資源ごみ,マイク,,ま
資源ごみ,マガジンラック（金属製）,,ま
資源ごみ,枕（７０㎝超）,,ま
資源ごみ,マッサージ機（いす型、７０㎝以下）,,ま
資源ごみ,マッサージ機（いす型以外）,,ま
資源ごみ,窓用換気扇（７０㎝以下）,,ま
資源ごみ,マルチシート（家庭菜園用・７０㎝超）,７０㎝以下に裁断すれば、燃やすごみ,ま
資源ごみ,マレットゴルフスティック,,ま
資源ごみ,ミキサー,,み
資源ごみ,ミシン（「金属以外、７０㎝超」以外）,,み
資源ごみ,ミシン（卓上型）,,み
資源ごみ,味噌のプラスチック容器,,み
資源ごみ,ミニコンポ,,み
資源ごみ,虫めがね,レンズがプラスチック製のものは、燃やすごみ,む
資源ごみ,むしろ（７０㎝超）,広げたときに７０㎝を超えているものは、埋立ごみ,む
資源ごみ,めがね,,め
資源ごみ,めがねケース（金属製）,,め
資源ごみ,メモリー類（ＳＤカード、ＵＳＢメモリなど）,,め
資源ごみ,面（野球・剣道用）,,め
資源ごみ,餅つき機,,も
資源ごみ,モップ,,も
資源ごみ,モデム,,も
資源ごみ,物置（小型）,,も
資源ごみ,物干し（室内用）,,も
資源ごみ,物干しざお（金属製）,,も
資源ごみ,物干し台（金属以外、７０㎝以下）,,も
資源ごみ,物干し台（金属製）,,も
資源ごみ,やかん（金属製）,,や
資源ごみ,薬品のびん,,や
資源ごみ,薬品容器（ガラス製）,,や
資源ごみ,薬品容器（金属製）,,や
資源ごみ,薬品のプラスチックボトル,キャップを外す,や
資源ごみ,薬品容器（プラスチック製）,,や
資源ごみ,野菜のトレイ,スーパーの店頭回収をご利用ください,や
資源ごみ,野菜の包装フィルム,,や
資源ごみ,床暖房パネル,,ゆ
資源ごみ,湯たんぽ（金属製）,,ゆ
資源ごみ,湯飲み茶碗,,ゆ
資源ごみ,湯沸かし器,電池はとる,ゆ
資源ごみ,浴槽（金属以外、７０㎝以下）,,よ
資源ごみ,ヨーグルトのカップ容器,,よ
資源ごみ,ヨーグルトの包装フィルム,,よ
資源ごみ,浴槽（金属製）,,よ
資源ごみ,よしず（７０㎝超）,,よ
資源ごみ,ライティングデスク（金属製）,,ら
資源ごみ,ラケット,,ら
資源ごみ,ラジオ,,ら
資源ごみ,ラジカセ,,ら
資源ごみ,ラジコンカー,電池はとる,ら
資源ごみ,ランタン,油は抜く。電気ランタンは、埋立ごみの日の金属へ　,ら
資源ごみ,ランチジャー,,ら
資源ごみ,ランニングマシン（「金属以外、７０㎝超」以外）,,ら
資源ごみ,リール（釣り用）,,り
資源ごみ,リビングライト（「金属以外、７０㎝超」以外）,,り
資源ごみ,離乳食のびん,,り
資源ごみ,リモコン（電化製品用）,電池はとる,り
資源ごみ,料理用はかり,,り
資源ごみ,旅行かばん（金属製）,,り
資源ごみ,リンスのプラスチックボトル,キャップを外す,り
資源ごみ,ルーフボックス（車両用、７０㎝以下）,,る
資源ごみ,ルームランナー（「金属以外、７０㎝超」以外）,,る
資源ごみ,冷風機,,れ
資源ごみ,冷風扇,,れ
資源ごみ,レーザーディスクプレイヤー,,れ
資源ごみ,冷水器,なるべく、販売店に引き取りを依頼してください。資源の日に出す場合はフロン回収製品・冷水器と表示,れ
資源ごみ,レジ袋,,れ
資源ごみ,レジャーテーブル（金属製）,,れ
資源ごみ,レンジ台（金属以外、７０㎝超）,,れ
資源ごみ,レンジ台（金属製）,,れ
資源ごみ,レンジフードファン,,れ
資源ごみ,ロープ（金属以外・７０㎝超）,１辺７０㎝以下に裁断すれば、燃やすごみ,ろ
資源ごみ,ローラースケート,,ろ
資源ごみ,ローラーブレード,,ろ
資源ごみ,ロッカー（金属製）,,ろ
資源ごみ,ロッキングチェア（金属製）,,ろ
資源ごみ,ワープロ,「ワープロ」と表示,わ
資源ごみ,ワイヤーロープ,,わ
資源ごみ,ワゴン（金属以外、７０㎝以下）,,わ
資源ごみ,ワゴン（金属製）,,わ
資源ごみ,割れたガラス,紙で包み「危険」と表示,わ
資源ごみ,割れたコップ,紙で包み「危険」と表示,わ
燃えるごみ,アイスノン,,あ
燃えるごみ,アイスボックス（７０㎝以下）,,あ
燃えるごみ,アイロン台（７０㎝以下）,,あ
燃えるごみ,足こぎ四輪車（幼児用）（「金属製または電動製」以外）,,あ
燃えるごみ,足ふきマット（繊維製・ゴム製、７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,あ
燃えるごみ,アルバム,金具類はなるべく外してあき缶以外の金属に出す,あ
燃えるごみ,アルミ箔,,あ
燃えるごみ,アルミ箔の芯（紙製等）,,あ
燃えるごみ,安全ピン（金属以外）,,あ
燃えるごみ,衣装掛け（金属以外、７０㎝以下）,,い
燃えるごみ,衣装ケース（金属以外、７０㎝以下）,,い
燃えるごみ,いす（金属以外、７０㎝以下）,,い
燃えるごみ,板きれ（７０㎝まで）*太さ１０ｃｍ程度まで,ひもでしばって束ねて１回３束程度を目安に・多い場合は有料戸別収集で,い
燃えるごみ,衣類,,い
燃えるごみ,インクカートリッジ,なるべく販売店にひき取ってもらってください,い
燃えるごみ,インクリボン,なるべく販売店にひき取ってもらってください,い
燃えるごみ,植木台（金属以外・７０㎝以下）,,う
燃えるごみ,植木鉢（プラスチック製）,,う
燃えるごみ,浮き輪（７０㎝以下）,空気を抜いて,う
燃えるごみ,ウッドカーペット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,う
燃えるごみ,枝きれ（太さ10㎝程度、長さ７０㎝まで）,ひもでしばって束ねて１回３束程度を目安に・多い場合は有料戸別収集で,え
燃えるごみ,縁台（金属以外・７０㎝以下）,,え
燃えるごみ,鉛筆削り（電動製以外）,,え
燃えるごみ,桶（金属以外・７０㎝以下）,,お
燃えるごみ,押し入れだんす（７０㎝以下）,,お
燃えるごみ,落ち葉,１回３袋程度を目安に・多い場合は有料戸別収集で,お
燃えるごみ,おまる(幼児用）,汚物はトイレに捨てる,お
燃えるごみ,おむつ,汚物はトイレに捨てる,お
燃えるごみ,おもちゃ（「金属製または電動製」以外のもの）,,お
燃えるごみ,折りたたみいす（金属以外、７０㎝以下）,,お
燃えるごみ,折りたたみテーブル（金属以外、７０㎝以下）,ガラス製のものは、埋立ごみ,お
燃えるごみ,カーテン（７０㎝以下）,広げたときに７０㎝を超えているものは、埋立ごみ,か
燃えるごみ,カーテンレール（金属以外、７０㎝以下）,,か
燃えるごみ,カーペット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,か
燃えるごみ,カーボン紙,,か
燃えるごみ,貝殻（食べ残し）,,か
燃えるごみ,回転ハンガー（金属以外、７０㎝以下）,,か
燃えるごみ,学習机（金属以外、７０㎝以下）,,か
燃えるごみ,傘立て(プラスチック製）,,か
燃えるごみ,傘の布・ビニール,,か
燃えるごみ,菓子箱,できるだけ、各校下・地区の集団回収をご利用ください,か
燃えるごみ,カセットテープ,,か
燃えるごみ,カセットテープのケース,,か
燃えるごみ,カップ麺の容器（紙製）,,か
燃えるごみ,かつら,,か
燃えるごみ,かばん（アタッシュケース）（金属以外）,,か
燃えるごみ,かばん（革製）,,か
燃えるごみ,かばん（ナイロン製・ビニル製）,塩化ビニル製のものは埋立ごみへ,か
燃えるごみ,かばん（ランドセル）,,か
燃えるごみ,紙おむつ,汚物はトイレに捨てる,か
燃えるごみ,紙くず,,か
燃えるごみ,神棚（７０㎝以下）,,か
燃えるごみ,紙パック（裏がアルミ処理してあるもの）,,か
燃えるごみ,紙パック（裏がアルミ処理してないもの）,各校下・地区の集団回収をご利用ください（水で洗って切り開き乾かす）,か
燃えるごみ,カメラケース,,か
燃えるごみ,カラーボックス（７０㎝以下）,,か
燃えるごみ,革靴,,か
燃えるごみ,皮むき器（プラスチック製）,,か
燃えるごみ,簡易トイレ,汚物はトイレに捨てる,か
燃えるごみ,換気扇カバー,,か
燃えるごみ,乾燥剤,,か
燃えるごみ,感熱紙,,か
燃えるごみ,ギター（７０㎝以下）,,き
燃えるごみ,ギターケース（７０㎝以下）,,き
燃えるごみ,キッチンマット（繊維製・ゴム製、７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,き
燃えるごみ,牛乳パック,各校下・地区の集団回収をご利用ください（水で洗って切り開き乾かす）,き
燃えるごみ,空気入れ（金属以外）,,く
燃えるごみ,クーラーボックス（７０㎝以下）,,く
燃えるごみ,草ごみ,どろをはらって乾燥させる,く
燃えるごみ,鎖（金属以外）,,く
燃えるごみ,串(木製）,先を折って危なくないように,く
燃えるごみ,くつ（ズック、革靴、革ブーツ、サンダル）,,く
燃えるごみ,くつのスパイク（金属以外）,,く
燃えるごみ,くつ下,,く
燃えるごみ,クッション（７０㎝以下）,,く
燃えるごみ,グラタン皿（アルミ製）,,く
燃えるごみ,車(幼児用）（「金属製または電動製」以外・７０㎝以下),,く
燃えるごみ,グローブ（野球用など）,,く
燃えるごみ,ゲームソフト,カセットタイプのものは、埋立ごみの日の金属,け
燃えるごみ,げた箱（金属以外、７０㎝以下）,増改築に伴うものは請け負った業者に処分してもらう,け
燃えるごみ,ケチャップのチューブ,キャップは資源（容プラ）,け
燃えるごみ,玄関マット（繊維製・ゴム製、７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,け
燃えるごみ,剣道用具（こて）,,け
燃えるごみ,剣道用具（竹刀、７０㎝以下）,,け
燃えるごみ,剣道用具（胴）,,け
燃えるごみ,工作用のりのチューブ,キャップを外す,こ
燃えるごみ,ゴーグル,,こ
燃えるごみ,コートハンガー（金属以外、７０㎝以下）,,こ
燃えるごみ,氷枕（ゴム製）,,こ
燃えるごみ,ござ（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,こ
燃えるごみ,コップ（プラスチック製）,,こ
燃えるごみ,碁盤（厚さ１０㎝未満）,,こ
燃えるごみ,ごみ箱(金属以外）,,こ
燃えるごみ,ゴム手袋,,こ
燃えるごみ,ゴム長靴,,こ
燃えるごみ,ゴムホース（７０㎝以下）,伸ばしたときに７０㎝を超えているものは、埋立ごみ,こ
燃えるごみ,米びつ（金属以外、７０㎝以下）,,こ
燃えるごみ,コルクボード（７０㎝以下）,,こ
燃えるごみ,ゴルフシューズ,,こ
燃えるごみ,コンポスト容器（７０㎝以下）,,こ
燃えるごみ,サーフボード（７０㎝以下）,,さ
燃えるごみ,裁縫箱（金属以外）,,さ
燃えるごみ,サインペン,,さ
燃えるごみ,さしこ（竹製鳥かご、７０㎝以下）,,さ
燃えるごみ,座卓（７０㎝以下）,,さ
燃えるごみ,雑誌,各校下・地区の集団回収をご利用ください,さ
燃えるごみ,座ぶとん（７０㎝以下）,,さ
燃えるごみ,ザル（プラスチック製）,,さ
燃えるごみ,三角コーナー（金属以外）,,さ
燃えるごみ,サンダル,,さ
燃えるごみ,ＣＤ,,し
燃えるごみ,ＣＤのケース,,し
燃えるごみ,シーツ（７０㎝以下）,,し
燃えるごみ,地下足袋,,し
燃えるごみ,下敷き,,し
燃えるごみ,漆器製食器（お椀など）,,し
燃えるごみ,湿布剤,,し
燃えるごみ,自動車カバー（７０㎝以下）,,し
燃えるごみ,竹刀（７０㎝以下）,,し
燃えるごみ,写真,,し
燃えるごみ,しゃもじ（木製）,,し
燃えるごみ,しゃもじ（プラスチック製）,,し
燃えるごみ,車両用ルーフボックス（７０㎝以下）,,し
燃えるごみ,シューズ,,し
燃えるごみ,シューズボックス（金属以外、７０㎝以下）,増改築に伴うものは請け負った業者に処分してもらう,し
燃えるごみ,じゅうたん（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,し
燃えるごみ,収納ケース・箱・ボックス（金属以外、７０㎝以下）,,し
燃えるごみ,収納棚（金属以外、７０㎝以下）,扉や戸がガラスのものは、埋立ごみへ,し
燃えるごみ,定規,,し
燃えるごみ,将棋駒,,し
燃えるごみ,将棋盤（厚さ１0㎝未満）,,し
燃えるごみ,障子（金属以外、７０㎝以下）,増改築に伴うものは請け負った業者に処分してもらう,し
燃えるごみ,照明器具のかさ（「金属製」以外）,,し
燃えるごみ,じょうろ(金属以外）,,し
燃えるごみ,除湿剤,,し
燃えるごみ,書棚（金属以外、７０㎝以下）,,し
燃えるごみ,食器（「金属製」以外）,,し
燃えるごみ,ショッピングかご(プラスチック製）,,し
燃えるごみ,人工肛門パック,汚物はトイレに捨てる,し
燃えるごみ,人工芝（７０㎝以下）,,し
燃えるごみ,新聞,各校下・地区の集団回収をご利用ください,し
燃えるごみ,吸い殻（たばこ）,火を完全に消してから,す
燃えるごみ,水筒（金属以外）,,す
燃えるごみ,スーツケース（金属以外、７０㎝以下）,,す
燃えるごみ,スキーウェア,,す
燃えるごみ,スコップ（金属以外）,７０㎝超のものは埋立ごみ,す
燃えるごみ,すだれ（竹製・プラスチック製・７０㎝以下）,,す
燃えるごみ,ズック,,す
燃えるごみ,砂（ペット用）,袋に可燃と記載されているものにかぎる、それ以外は埋立ごみ,す
燃えるごみ,スノーダンプ（金属以外・７０㎝以下）,,す
燃えるごみ,すのこ（７０㎝以下）,,す
燃えるごみ,スプーン（プラスチック製）,,す
燃えるごみ,すべり台（７０㎝以下）,,す
燃えるごみ,スポンジ,,す
燃えるごみ,スリッパ,,す
燃えるごみ,スリッパ立て（金属以外・７０㎝以下）,,す
燃えるごみ,生理用品,,せ
燃えるごみ,石油ポンプ（手動式）,,せ
燃えるごみ,洗車ブラシ,,せ
燃えるごみ,洗濯ばさみ（金属以外）,,せ
燃えるごみ,洗濯用ハンガー（金属以外）,,せ
燃えるごみ,洗面器（プラスチック製）,,せ
燃えるごみ,ソファー（７０㎝以下・スプリングなし）,,そ
燃えるごみ,ソファーベッド（７０㎝以下・スプリングなし）,,そ
燃えるごみ,そり,,そ
燃えるごみ,そろばん,,そ
燃えるごみ,タイヤゴムチューブ(自転車用）,,た
燃えるごみ,タイヤチェーン（金属以外）,,た
燃えるごみ,タオル,,た
燃えるごみ,タオルケット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,た
燃えるごみ,竹串,先を折って危なくないように,た
燃えるごみ,竹馬（竹・木製、７０㎝以下）,,た
燃えるごみ,竹ぼうき（７０㎝以下）,,た
燃えるごみ,畳（７０㎝以下）,増改築に伴うものは請け負った業者に処分してもらう,た
燃えるごみ,卓球台（７０㎝以下）,,た
燃えるごみ,脱酸素剤,,た
燃えるごみ,タッパ,,た
燃えるごみ,たばこの吸いがら,火を完全に消してから,た
燃えるごみ,卵パック(紙）,,た
燃えるごみ,たらい(金属以外）,,た
燃えるごみ,たる（７０ｎ㎝以下）,,た
燃えるごみ,たわし(金属以外）,,た
燃えるごみ,たんす（７０㎝以下）,,た
燃えるごみ,ダンベル（金属以外）,,た
燃えるごみ,ダンボール,各校下・地区の集団回収をご利用ください（ガムテープ、止め金具を取り除く）,た
燃えるごみ,チェーン（金属以外）,,ち
燃えるごみ,チェスト（７０㎝以下）,,ち
燃えるごみ,茶だんす（７０㎝以下）,,ち
燃えるごみ,チューブ（自転車用）,,ち
燃えるごみ,チョーク,,ち
燃えるごみ,チラシ,各校下・地区の集団回収をご利用ください,ち
燃えるごみ,ちりとり（金属以外）,,ち
燃えるごみ,ついたて（金属以外、７０㎝以下）,,つ
燃えるごみ,机（金属以外、７０㎝以下）,,つ
燃えるごみ,DVD（ソフト）,,て
燃えるごみ,ティッシュくず,,て
燃えるごみ,テーブル（金属以外、７０㎝以下）,,て
燃えるごみ,デスクマット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,て
燃えるごみ,手袋（ゴム手袋含む）,,て
燃えるごみ,テレビ台（金属以外、７０㎝以下）,扉や戸がガラスのものは、埋立ごみへ,て
燃えるごみ,点滴用パック（在宅治療用）,,て
燃えるごみ,天ぷら油,紙や布にしみこませて,て
燃えるごみ,胴（剣道用具）,,と
燃えるごみ,戸棚（金属以外、７０㎝以下）,扉や戸がガラスのものは、埋立ごみへ,と
燃えるごみ,トランク（金属以外、７０㎝以下）,,と
燃えるごみ,鳥かご（金属以外),,と
燃えるごみ,塗料容器（プラスチック製）,中身が残っているものは市で収集しませんので専門業者に処分を依頼してください,と
燃えるごみ,鍋焼きうどんの容器（アルミ製）,,な
燃えるごみ,生ごみ,水切りを十分にして,な
燃えるごみ,波板（金属以外、７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,な
燃えるごみ,荷造り用ひもバンド（７０㎝以下）,,に
燃えるごみ,人形（ぬいぐるみ、７０㎝以下）,,に
燃えるごみ,人形（プラスチック製）,,に
燃えるごみ,ぬいぐるみ（７０㎝まで）,,ぬ
燃えるごみ,布くず,,ぬ
燃えるごみ,ネクタイ,,ね
燃えるごみ,猫砂（紙・木・プラスチック製）,,ね
燃えるごみ,寝袋（７０㎝以下）,,ね
燃えるごみ,練りわさびのチューブ,キャップは資源（容プラ）,ね
燃えるごみ,ノンカーボン紙,,の
燃えるごみ,パイプいす（金属以外、７０㎝以下）,,は
燃えるごみ,廃油処理箱,,は
燃えるごみ,バインダー,金具類はなるべく外して埋立ごみの日の金属に出す,は
燃えるごみ,はきもの,スキー靴は埋立ごみ,は
燃えるごみ,バケツ（プラスチック製）,,は
燃えるごみ,はしご（金属以外、７０㎝以下）,,は
燃えるごみ,バスケットゴール（金属以外、７０㎝以下）,,は
燃えるごみ,バスマット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,は
燃えるごみ,パソコン机（金属以外、７０㎝以下）,,は
燃えるごみ,パソコン用ラック（金属以外、７０㎝以下）,,は
燃えるごみ,バット（木製、７０㎝以下）,,は
燃えるごみ,花台（金属以外、７０㎝以下）,,は
燃えるごみ,花火,水で湿らせる,は
燃えるごみ,歯ブラシ（プラスチック製）,,は
燃えるごみ,歯磨き粉のチューブ,キャップは資源（容プラ）,は
燃えるごみ,ハンガー（プラスチック製・木製）,,は
燃えるごみ,ハンガースタンド（金属以外、７０㎝以下）,,は
燃えるごみ,ハンカチ,,は
燃えるごみ,ハンドバッグ（革製）,,は
燃えるごみ,パンフレット,各校下・地区の集団回収をご利用ください,は
燃えるごみ,ハンマー（ゴム製）,,は
燃えるごみ,ハンマー（木製、７０㎝以下）,,は
燃えるごみ,ＰＰバンド（７０㎝以下）,,ひ
燃えるごみ,ピアニカ,,ひ
燃えるごみ,ビーズ,,ひ
燃えるごみ,ビデオテープ,,ひ
燃えるごみ,肥料袋,,ひ
燃えるごみ,屏風（７０㎝以下）,,ひ
燃えるごみ,ファンシーケース（金属以外、７０㎝以下）,,ふ
燃えるごみ,フィルムのネガ,,ふ
燃えるごみ,ブーツ（革製）,,ふ
燃えるごみ,封筒,各校下・地区の集団回収をご利用ください（窓付き封筒はセロファンを取り除く）,ふ
燃えるごみ,フォーク（プラスチック製）,,ふ
燃えるごみ,腹膜透析パック,汚物はトイレに捨てる,ふ
燃えるごみ,ふすま（７０㎝以下）,増改築に伴うものは請け負った業者に処分してもらう,ふ
燃えるごみ,筆箱（金属以外）,,ふ
燃えるごみ,ふとん（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,ふ
燃えるごみ,ふとん圧縮袋,,ふ
燃えるごみ,ふとんたたき（金属以外）,,ふ
燃えるごみ,フラワースタンド（金属以外）,,ふ
燃えるごみ,ブランコ（金属以外、７０㎝以下）,,ふ
燃えるごみ,プランター,７０㎝超のものは埋立ごみ,ふ
燃えるごみ,古着（綿製品）,各校下・地区の集団回収をご利用ください（洗って、たたんで束ねる）,ふ
燃えるごみ,風呂椅子,,ふ
燃えるごみ,フロッピーディスク,,ふ
燃えるごみ,風呂マット（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,ふ
燃えるごみ,ヘアーカーラー,,へ
燃えるごみ,ヘアーブラシ（金属以外）,,へ
燃えるごみ,ベッド（金属以外、７０㎝以下）,,へ
燃えるごみ,ペット小屋（金属以外、７０㎝以下）,,へ
燃えるごみ,ペットシーツ,汚物はトイレに捨てる,へ
燃えるごみ,ペットのフン,汚物はトイレに捨てる,へ
燃えるごみ,ベッドマット（７０㎝以下）,スプリングが入っているものは、埋立ごみ,へ
燃えるごみ,ベッドマットレス（７０㎝以下）,スプリングが入っているものは、埋立ごみ,へ
燃えるごみ,ベニヤ板（７０㎝以下）,,へ
燃えるごみ,ベビーバス（７０㎝以下）,,へ
燃えるごみ,ベビーベッド（金属以外、７０㎝以下）,,へ
燃えるごみ,ベビー用カタカタ,,へ
燃えるごみ,ベランダ収納庫（金属以外、７０㎝以下）,,へ
燃えるごみ,ベルト,金属部分は取り外し、埋立ごみの日の金属へ,へ
燃えるごみ,ヘルメット,,へ
燃えるごみ,便座,温水洗浄機付便座は埋立ごみの日の金属へ,へ
燃えるごみ,ベンチ（金属以外、７０㎝以下）,,へ
燃えるごみ,ほうき（７０㎝以下）,,ほ
燃えるごみ,ボウル（金属以外）,,ほ
燃えるごみ,ホースリール（金属以外）,,ほ
燃えるごみ,ポータブルトイレ,汚物はトイレに捨てる,ほ
燃えるごみ,ホームラック（金属以外、７０㎝以下）,扉や戸がガラスのものは、埋立ごみへ,ほ
燃えるごみ,ボール（ゴルフ・野球・サッカー・テニスなど）,,ほ
燃えるごみ,ボールペン,,ほ
燃えるごみ,木刀（７０㎝以下）,,ほ
燃えるごみ,ボディーボード（７０㎝以下）,,ほ
燃えるごみ,ポリバケツ（７０㎝以下）,,ほ
燃えるごみ,保冷剤,,ほ
燃えるごみ,本棚（金属以外、７０㎝以下）,扉や戸がガラスのものは、埋立ごみへ,ほ
燃えるごみ,マージャンパイ,,ま
燃えるごみ,マガジンラック（金属以外、７０㎝以下）,,ま
燃えるごみ,枕（７０㎝以下）,,ま
燃えるごみ,マット（繊維製・ゴム製、７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,ま
燃えるごみ,マットレス（７０㎝以下）,スプリングが入っているものは、埋立ごみ,ま
燃えるごみ,まな板,,ま
燃えるごみ,マフラー,,ま
燃えるごみ,マヨネーズのチューブ,キャップは資源（容プラ）,ま
燃えるごみ,マルチシート（家庭菜園用・７０㎝以下）,,ま
燃えるごみ,密封容器,,み
燃えるごみ,虫かご,,む
燃えるごみ,むしろ（７０㎝以下）,広げたときに７０㎝を超えているものは、埋立ごみ,む
燃えるごみ,めがねケース（金属以外）,,め
燃えるごみ,毛布（７０㎝以下）,広げたときに７０㎝を超えているものは、有料粗大ごみ,も
燃えるごみ,物干しざお（金属以外、７０㎝以下）,,も
燃えるごみ,焼き鳥の串,先を折って危なくないように,や
燃えるごみ,湯たんぽ（金属以外）,,ゆ
燃えるごみ,ゆりかご,,ゆ
燃えるごみ,洋だんす（７０㎝以下）,,よ
燃えるごみ,よしず（７０㎝以下）,,よ
燃えるごみ,ライティングデスク（金属以外、７０㎝以下）,,ら
燃えるごみ,ラップの芯,,ら
燃えるごみ,ランドセル,,ら
燃えるごみ,リビングボード（７０㎝以下）,扉や戸がガラスのものは、埋立ごみへ,り
燃えるごみ,旅行かばん（金属以外、７０㎝以下）,,り
燃えるごみ,レーザーディスク（ソフト）,,れ
燃えるごみ,レコード,,れ
燃えるごみ,レジャーテーブル（金属以外、７０㎝以下）,,れ
燃えるごみ,レンジ台（金属以外、７０㎝以下）,,れ
燃えるごみ,ロープ（金属以外・７０㎝以下）,,ろ
燃えるごみ,ローボード（７０㎝以下）,扉や戸がガラスのものは、埋立ごみへ,ろ
燃えるごみ,ロッカー（金属以外、７０㎝以下）,,ろ
燃えるごみ,ロッキングチェア（金属以外、７０㎝以下）,,ろ
燃えるごみ,和だんす（７０㎝以下）,,わ
